student_id,age,gender,degree_type,stream,year_of_study,college_tier,urban_or_rural,daily_ai_tool_usage_hrs,primary_ai_tools_used,uses_ai_for_assignments,ai_replaces_own_thinking_score,ai_dependency_score,placement_anxiety_score,fear_of_job_loss_to_ai,career_clarity_score,internship_experience,weekly_job_application_count,resume_confidence_score,interview_anxiety_score,daily_study_hours,self_learning_hours_per_week,skill_development_courses_taken,social_media_hrs_per_day,sleep_hours,stress_level,burnout_score,motivation_score,seeks_career_counseling,overall_career_readiness_score
STU_06326,21,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,3.8,Gemini,Frequently,4,4,2,1,4,0,11,1,1,2.3,0.0,0,5.7,7.1,3,5,3,0.0,3.12
STU_06327,23,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 2,Rural,4.4,Claude,Frequently,5,8,10,5,4,1,16,3,8,2.3,8.5,1,4.5,5.9,7,8,1,0.0,5.41
STU_06328,24,Male,MBA,Commerce/Management,1,Tier 3,Urban,0.0,None,Never,2,3,5,3,3,2,12,4,4,3.2,0.0,3,1.8,7.1,4,4,9,0.0,4.88
STU_06329,27,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Urban,0.0,None,Never,1,1,6,2,7,1,6,3,7,2.9,10.8,5,0.8,7.5,7,6,6,0.0,3.61
STU_06330,23,Female,B.Tech/B.E.,CS/IT,1,Tier 1,Urban,0.9,Perplexity,Rarely,2,2,1,1,4,2,0,4,1,5.2,0.0,2,2.8,7.5,2,2,5,0.0,7.53
STU_06331,21,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Rural,7.1,GitHub Copilot,Always,5,10,10,5,4,2,7,5,10,3.8,20.1,3,2.6,6.0,9,8,5,1.0,6.37
STU_06332,18,Male,MBA,Arts/Sciences,1,Tier 1,Urban,0.8,Gemini,Rarely,4,4,10,4,6,2,5,1,10,2.6,7.8,0,4.4,7.9,3,6,4,0.0,5.2
STU_06333,21,Female,B.Tech/B.E.,Commerce/Management,4,Tier 3,Urban,3.7,Claude,Sometimes,4,7,8,4,4,3,18,4,10,2.7,,1,3.3,6.7,6,7,3,0.0,8.57
STU_06334,24,Non-binary,M.Tech/M.Sc,Commerce/Management,1,Tier 3,Rural,0.0,None,Never,3,3,5,3,2,1,13,3,5,1.5,0.0,1,3.4,6.7,2,1,6,0.0,6.2
STU_06335,24,Male,B.Tech/B.E.,Commerce/Management,1,Tier 2,Rural,0.0,None,Never,1,1,5,4,4,2,4,4,3,1.9,1.8,0,2.7,7.5,4,1,8,0.0,6.5
STU_06336,20,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 2,Urban,2.4,ChatGPT,Sometimes,1,1,4,1,5,3,9,4,4,2.6,6.0,1,1.1,8.3,4,4,6,0.0,7.04
STU_06337,22,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 1,Urban,3.4,ChatGPT,Sometimes,2,3,10,3,6,4,12,2,10,5.0,6.9,0,2.0,7.7,4,7,5,0.0,7.11
STU_06338,21,Male,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 3,Urban,6.3,Perplexity,Always,5,9,3,2,5,1,12,4,3,0.7,13.2,0,5.7,7.1,1,3,5,0.0,5.33
STU_06339,24,Non-binary,M.Tech/M.Sc,CS/IT,1,Tier 2,Urban,4.1,Gemini,Frequently,4,6,5,4,6,1,6,3,3,3.6,5.7,1,2.4,6.0,7,9,2,0.0,6.02
STU_06340,19,Male,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 2,Urban,4.1,ChatGPT,Frequently,5,6,5,2,6,2,0,2,5,1.6,14.9,0,0.2,8.9,4,5,3,0.0,6.09
STU_06341,26,Female,B.Tech/B.E.,Arts/Sciences,1,Tier 3,Urban,1.4,ChatGPT,Rarely,2,3,7,3,7,1,10,2,10,0.2,2.1,0,4.5,6.5,5,4,4,0.0,5.69
STU_06342,23,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 3,Urban,3.7,ChatGPT,Sometimes,4,8,6,5,3,1,3,3,9,1.4,4.1,1,2.4,7.9,4,8,4,0.0,4.54
STU_06343,22,Male,B.Tech/B.E.,CS/IT,3,Tier 3,Rural,5.6,ChatGPT,Always,5,9,6,4,7,2,18,3,8,3.5,6.8,1,2.1,,5,5,4,0.0,6.36
STU_06344,21,Male,MBA,Engineering (Non-CS),2,Tier 2,Urban,0.0,None,Never,4,4,8,5,5,2,8,3,10,1.6,0.0,2,2.3,6.6,6,6,4,0.0,6.22
STU_06345,19,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 1,Urban,0.0,None,Never,3,4,10,5,3,4,15,1,9,3.1,3.6,3,0.9,5.4,3,4,4,1.0,6.37
STU_06346,26,Male,B.Tech/B.E.,Arts/Sciences,3,Tier 1,Urban,0.0,None,Never,3,4,2,3,5,3,13,3,1,2.6,0.0,2,0.9,5.7,3,4,4,0.0,5.91
STU_06347,22,Male,B.Tech/B.E.,CS/IT,4,Tier 2,Rural,1.6,Claude,Rarely,3,5,8,5,4,2,14,3,9,2.9,1.9,1,1.7,7.6,6,5,4,0.0,6.71
STU_06348,21,Female,M.Tech/M.Sc,Engineering (Non-CS),2,Tier 3,Urban,1.4,ChatGPT,Rarely,2,3,9,5,9,2,18,5,8,4.9,9.9,2,2.1,6.7,7,3,8,0.0,7.58
STU_06349,24,Male,MBA,Engineering (Non-CS),1,Tier 3,Urban,2.4,Perplexity,Sometimes,5,3,5,2,2,0,10,2,4,0.8,0.0,1,,8.0,4,4,5,0.0,2.55
STU_06350,19,Male,B.Tech/B.E.,CS/IT,3,Tier 1,Urban,0.0,None,Never,4,6,9,2,2,3,18,2,10,1.8,0.0,1,1.6,7.1,4,8,2,0.0,6.93
STU_06351,19,Male,B.Tech/B.E.,Arts/Sciences,1,Tier 1,Rural,1.0,Perplexity,Rarely,1,4,8,4,10,3,10,1,8,8.1,11.1,4,2.2,7.1,5,3,6,0.0,7.1
STU_06352,19,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,1.0,Claude,Rarely,2,4,3,2,3,1,12,4,2,0.5,0.0,3,5.2,8.0,5,5,4,0.0,5.06
STU_06353,21,Male,M.Tech/M.Sc,Engineering (Non-CS),2,Tier 1,Rural,0.0,None,Never,3,3,3,3,5,2,4,2,3,3.2,0.0,0,4.0,6.6,3,4,2,0.0,6.86
STU_06354,24,Female,B.Tech/B.E.,CS/IT,2,Tier 2,Urban,2.4,Gemini,Sometimes,5,6,2,3,8,2,9,5,3,4.4,11.5,1,3.5,,4,5,3,0.0,6.56
STU_06355,21,Male,B.Tech/B.E.,Commerce/Management,1,Tier 1,Rural,2.8,Gemini,Sometimes,5,5,4,4,3,2,6,4,3,0.7,3.1,0,2.2,8.4,2,7,1,,5.34
STU_06356,21,Male,B.Tech/B.E.,Commerce/Management,4,Tier 1,Urban,3.4,ChatGPT,Sometimes,2,4,8,5,5,4,24,1,10,4.4,5.0,2,1.6,6.5,6,7,4,0.0,6.89
STU_06357,19,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,3.6,Gemini,Sometimes,3,6,5,5,8,3,5,5,2,6.4,23.2,5,1.5,5.9,8,6,6,0.0,9.41
STU_06358,20,Female,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 3,Urban,2.1,Gemini,Rarely,4,6,9,5,1,0,8,1,9,0.0,0.0,0,4.2,7.3,5,6,2,1.0,4.44
STU_06359,19,Male,MBA,CS/IT,1,Tier 3,Urban,4.9,Perplexity,Frequently,5,7,8,5,1,0,10,1,10,1.5,0.6,0,3.5,6.7,7,6,1,1.0,3.29
STU_06360,23,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 2,Urban,0.0,None,Never,4,3,6,3,3,1,11,4,6,0.0,0.0,0,4.6,7.4,2,6,2,1.0,7.71
STU_06361,25,Female,B.Tech/B.E.,Commerce/Management,2,Tier 3,Urban,0.0,None,Never,2,2,4,2,5,2,10,3,6,4.3,4.3,3,1.7,5.8,8,7,2,0.0,7.95
STU_06362,20,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 2,Urban,0.2,ChatGPT,Never,2,3,7,3,6,2,19,4,6,5.3,10.4,2,2.2,5.9,7,9,6,1.0,7.19
STU_06363,23,Male,B.Tech/B.E.,Engineering (Non-CS),2,Tier 2,Urban,0.0,None,Never,4,7,5,5,8,2,11,5,7,0.6,7.8,7,2.3,7.2,4,7,4,1.0,6.41
STU_06364,20,Female,MBA,Arts/Sciences,1,Tier 3,Urban,5.9,Perplexity,Always,5,7,7,4,6,2,7,4,9,2.5,11.5,5,3.9,7.0,8,8,4,1.0,5.8
STU_06365,23,Female,B.Tech/B.E.,CS/IT,4,Tier 2,Rural,5.4,ChatGPT,Always,4,9,6,5,7,3,26,3,5,6.3,9.3,2,1.2,7.0,3,3,7,0.0,7.7
STU_06366,19,Female,B.Tech/B.E.,Commerce/Management,4,Tier 2,Urban,0.9,Claude,Rarely,3,6,3,3,9,4,18,5,4,6.4,13.1,7,0.2,8.9,5,4,7,0.0,7.79
STU_06367,19,Female,B.Tech/B.E.,Commerce/Management,3,Tier 2,Urban,3.0,Gemini,Sometimes,1,5,1,4,8,3,24,4,9,1.9,2.3,2,6.9,4.1,8,10,2,1.0,6.94
STU_06368,24,Male,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 2,Rural,0.3,ChatGPT,Never,3,4,10,4,1,1,12,2,10,0.0,0.0,0,4.3,5.0,6,8,1,1.0,4.51
STU_06369,19,Female,B.Tech/B.E.,CS/IT,1,Tier 1,Urban,3.9,GitHub Copilot,Frequently,4,4,9,4,4,2,12,3,9,3.9,10.6,1,2.9,4.0,8,9,1,1.0,4.99
STU_06370,20,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Urban,4.9,GitHub Copilot,Frequently,5,6,10,5,4,1,3,4,10,1.2,14.0,3,2.3,7.1,6,8,2,1.0,4.42
STU_06371,23,Male,MBA,Commerce/Management,1,Tier 3,Urban,5.4,ChatGPT,Always,5,8,10,4,6,2,26,3,10,2.1,7.2,3,3.8,6.0,7,5,6,1.0,5.67
STU_06372,21,Female,B.Tech/B.E.,Commerce/Management,4,Tier 1,Urban,1.5,ChatGPT,Rarely,4,2,3,1,3,4,3,4,1,3.6,0.1,0,4.9,7.0,2,3,7,1.0,5.96
STU_06373,21,Female,B.Tech/B.E.,Commerce/Management,2,Tier 1,Urban,1.7,ChatGPT,Rarely,3,3,9,2,5,2,12,1,9,6.4,7.7,7,2.2,6.3,4,2,6,0.0,6.71
STU_06374,22,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Rural,5.8,GitHub Copilot,Always,4,8,6,4,6,1,11,4,4,3.2,15.9,5,3.6,6.1,6,7,6,1.0,6.77
STU_06375,25,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,3.4,ChatGPT,Sometimes,4,4,10,3,2,1,16,2,10,1.4,12.0,1,1.7,,9,9,1,1.0,3.84
STU_06376,24,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 2,Urban,4.3,GitHub Copilot,Frequently,4,7,5,4,5,2,15,4,6,2.9,10.7,3,3.8,6.6,4,6,6,0.0,4.23
STU_06377,20,Female,M.Tech/M.Sc,Commerce/Management,2,Tier 3,Urban,0.0,None,Never,1,1,5,4,6,1,12,5,3,2.9,0.0,5,0.9,7.1,3,5,5,0.0,6.26
STU_06378,19,Male,B.Sc/B.A/B.Com,Arts/Sciences,2,Tier 3,Urban,0.9,Claude,Rarely,2,2,4,3,7,2,10,4,5,2.0,6.1,1,3.8,8.2,3,5,5,0.0,6.54
STU_06379,24,Female,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Urban,3.4,Perplexity,Sometimes,5,6,6,3,8,0,4,3,6,4.0,12.0,1,0.6,7.4,5,5,6,0.0,4.29
STU_06380,25,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Rural,1.5,ChatGPT,Rarely,2,2,4,2,3,1,11,3,4,1.4,0.0,0,4.4,7.6,3,4,7,0.0,6.81
STU_06381,19,Female,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 3,Rural,1.6,ChatGPT,Rarely,1,1,3,1,8,4,11,5,1,5.9,15.7,5,1.3,7.8,3,4,7,0.0,6.92
STU_06382,20,Male,M.Tech/M.Sc,Engineering (Non-CS),1,Tier 3,Urban,0.0,None,Never,4,1,6,1,1,1,3,2,6,0.0,0.0,0,3.5,6.4,3,1,5,1.0,3.14
STU_06383,20,Male,MBA,CS/IT,1,Tier 3,Urban,5.4,ChatGPT,Always,5,8,9,3,3,0,7,2,7,2.1,18.2,3,2.3,8.1,4,7,2,1.0,4.05
STU_06384,19,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,3.6,Gemini,Sometimes,5,7,5,5,2,1,3,4,4,0.0,2.2,3,4.2,7.8,1,1,6,0.0,4.62
STU_06385,20,Male,B.Sc/B.A/B.Com,CS/IT,2,Tier 3,Urban,4.2,Gemini,Frequently,2,4,5,1,3,0,0,2,4,3.0,16.5,2,3.7,8.8,5,8,4,0.0,5.17
STU_06386,20,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 2,Urban,2.8,ChatGPT,Sometimes,1,4,7,4,4,4,18,4,6,4.9,12.2,5,4.1,8.0,4,4,7,0.0,7.35
STU_06387,20,Female,B.Tech/B.E.,Arts/Sciences,4,Tier 2,Urban,2.8,Gemini,Sometimes,3,4,2,4,7,3,9,5,1,2.3,12.4,4,1.4,8.3,2,2,3,0.0,6.42
STU_06388,20,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 2,Urban,1.7,Gemini,Rarely,3,4,1,4,10,1,20,4,6,0.0,13.3,0,8.0,4.9,6,5,1,0.0,6.46
STU_06389,22,Female,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 3,Urban,0.0,None,Never,3,6,8,5,8,2,22,5,8,3.5,6.5,4,2.0,7.2,6,8,1,0.0,7.53
STU_06390,20,Female,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 2,Urban,3.0,ChatGPT,Sometimes,3,6,1,4,10,2,12,5,3,2.6,10.0,2,0.0,6.1,3,3,6,0.0,8.44
STU_06391,19,Male,M.Tech/M.Sc,CS/IT,2,Tier 3,Urban,6.1,ChatGPT,Always,5,9,8,5,2,1,11,3,7,0.6,7.1,0,4.2,7.2,5,8,1,1.0,4.46
STU_06392,22,Male,B.Tech/B.E.,Commerce/Management,3,Tier 3,Urban,3.6,ChatGPT,Sometimes,1,3,7,4,4,1,8,3,7,2.3,4.7,2,2.8,8.7,7,8,6,0.0,6.36
STU_06393,25,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,0.0,None,Never,1,2,8,3,2,1,5,2,8,0.2,0.0,0,5.2,6.7,5,7,1,1.0,5.94
STU_06394,25,Non-binary,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,2.6,Claude,Sometimes,5,6,5,4,3,2,11,3,4,1.8,3.9,1,4.4,6.8,3,5,2,0.0,4.87
STU_06395,20,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,2.0,Gemini,Rarely,5,7,10,5,3,0,19,1,10,2.2,1.2,0,1.9,5.1,7,9,1,1.0,3.28
STU_06396,19,Female,B.Tech/B.E.,CS/IT,1,Tier 3,Urban,2.1,ChatGPT,Rarely,2,5,6,4,7,0,7,3,10,3.3,7.8,3,1.4,7.8,4,1,6,0.0,5.8
STU_06397,21,Female,M.Tech/M.Sc,Engineering (Non-CS),2,Tier 3,Rural,0.0,None,Never,2,5,7,4,5,2,15,3,9,0.3,0.0,2,3.4,8.5,3,3,10,0.0,4.45
STU_06398,23,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Rural,0.0,None,Never,2,1,8,3,4,0,4,1,5,0.5,0.0,0,3.1,7.8,8,9,1,1.0,4.88
STU_06399,25,Male,M.Tech/M.Sc,CS/IT,1,Tier 2,Urban,5.7,GitHub Copilot,Always,3,6,3,2,7,2,9,4,6,4.8,18.6,7,2.4,6.2,5,5,7,0.0,5.57
STU_06400,20,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Rural,4.7,GitHub Copilot,Frequently,4,7,10,5,3,0,20,2,10,0.0,1.0,0,4.0,6.4,7,6,4,1.0,3.79
STU_06401,21,Female,B.Tech/B.E.,CS/IT,2,Tier 3,Rural,2.2,ChatGPT,Rarely,4,2,4,3,4,1,8,4,4,2.0,7.7,4,3.3,8.1,5,4,9,0.0,5.22
STU_06402,20,Non-binary,B.Tech/B.E.,Arts/Sciences,1,Tier 3,Urban,0.4,Gemini,Never,3,3,1,1,5,2,0,4,1,0.0,1.9,1,2.9,7.3,1,5,4,0.0,5.97
STU_06403,21,Male,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,4.6,ChatGPT,Frequently,3,7,9,4,3,2,16,4,7,1.1,7.3,3,3.4,7.5,5,6,6,1.0,3.43
STU_06404,19,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Urban,2.2,Claude,Rarely,5,6,5,5,10,0,2,4,4,2.4,14.7,0,3.4,7.3,6,6,5,0.0,5.4
STU_06405,20,Male,MBA,CS/IT,1,Tier 2,Urban,1.9,Gemini,Rarely,3,5,6,3,6,2,19,4,6,3.4,6.8,3,0.4,8.0,2,3,6,0.0,7.39
STU_06406,21,Female,M.Tech/M.Sc,CS/IT,1,Tier 1,Urban,4.2,ChatGPT,Frequently,4,7,8,5,5,3,6,2,8,4.9,12.2,2,3.5,6.7,5,7,4,1.0,5.99
STU_06407,20,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 3,Urban,3.0,Gemini,Sometimes,3,4,7,3,6,0,10,2,8,2.9,5.4,2,2.6,7.7,7,5,5,0.0,5.68
STU_06408,25,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 1,Urban,0.0,None,Never,2,2,10,3,8,3,5,1,10,2.9,5.6,0,2.8,6.4,3,5,6,0.0,9.67
STU_06409,24,Female,M.Tech/M.Sc,Engineering (Non-CS),2,Tier 3,Urban,3.2,Gemini,Sometimes,4,8,2,5,8,2,7,4,10,0.0,8.8,1,2.4,5.6,6,8,3,0.0,4.13
STU_06410,21,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,2.4,ChatGPT,Sometimes,3,3,1,2,7,3,16,5,1,2.5,5.3,2,0.4,8.2,3,4,7,0.0,6.16
STU_06411,19,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Urban,4.0,ChatGPT,Frequently,5,8,4,4,5,1,2,3,5,5.2,3.4,4,2.8,7.5,7,9,3,1.0,7.35
STU_06412,23,Female,M.Tech/M.Sc,Arts/Sciences,2,Tier 3,Rural,0.0,None,Never,3,5,6,2,3,0,5,2,6,1.4,1.4,2,2.7,7.1,4,5,5,1.0,5.6
STU_06413,21,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 3,Rural,2.4,ChatGPT,Sometimes,4,4,8,5,1,1,12,2,10,0.2,7.5,0,6.2,7.1,5,6,1,,5.1
STU_06414,23,Female,M.Tech/M.Sc,Commerce/Management,2,Tier 3,Rural,0.0,None,Never,2,2,5,3,4,2,18,2,5,2.1,7.3,3,1.7,8.1,4,4,5,0.0,6.33
STU_06415,21,Male,M.Tech/M.Sc,Arts/Sciences,1,Tier 2,Urban,0.0,None,Never,1,3,3,4,9,2,10,5,5,3.8,0.3,3,3.3,7.9,3,4,4,0.0,6.22
STU_06416,24,Female,B.Sc/B.A/B.Com,Commerce/Management,3,Tier 1,Urban,0.0,None,Never,2,3,1,2,5,4,11,5,2,4.0,4.9,2,3.8,6.8,2,3,6,0.0,6.8
STU_06417,21,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 2,Rural,0.7,Gemini,Never,3,5,1,5,8,2,17,4,8,1.8,0.0,0,3.2,6.1,4,4,4,0.0,6.81
STU_06418,20,Female,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 3,Rural,3.5,ChatGPT,Sometimes,4,5,6,3,8,4,17,5,4,4.9,12.5,4,0.9,7.0,3,5,7,0.0,8.17
STU_06419,22,Male,B.Tech/B.E.,Commerce/Management,1,Tier 2,Urban,4.7,Perplexity,Frequently,5,7,7,5,4,2,10,4,7,4.7,,4,3.8,6.7,4,6,5,0.0,7.4
STU_06420,24,Male,MBA,Engineering (Non-CS),2,Tier 3,Urban,0.0,None,Never,1,3,6,3,3,1,0,3,6,1.6,0.0,2,4.0,6.7,3,4,6,0.0,6.87
STU_06421,20,Male,MBA,CS/IT,1,Tier 2,Urban,4.5,Gemini,Frequently,5,10,8,5,3,1,6,2,7,1.5,1.7,1,2.2,5.2,7,8,3,0.0,3.52
STU_06422,24,Male,B.Tech/B.E.,CS/IT,4,Tier 2,Urban,0.0,None,Never,3,4,6,3,1,3,26,3,5,2.0,0.0,0,2.3,7.9,5,6,8,1.0,6.23
STU_06423,20,Female,M.Tech/M.Sc,Engineering (Non-CS),1,Tier 2,Rural,1.7,ChatGPT,Rarely,2,3,4,4,6,3,2,4,3,5.1,7.6,2,3.3,5.9,4,8,3,0.0,6.53
STU_06424,22,Female,MBA,Commerce/Management,1,Tier 3,Rural,2.1,ChatGPT,Rarely,3,7,10,5,3,0,13,2,10,0.5,10.6,3,3.8,6.6,9,10,4,,7.1
STU_06425,23,Female,B.Tech/B.E.,Engineering (Non-CS),1,Tier 3,Rural,1.8,Claude,Rarely,3,7,10,4,4,1,6,2,10,0.5,6.6,1,4.2,6.5,6,5,3,0.0,4.87
STU_06426,21,Female,B.Tech/B.E.,CS/IT,4,Tier 3,Urban,2.4,Claude,Sometimes,2,3,1,5,10,2,7,5,5,0.0,7.0,2,3.8,6.2,3,5,5,0.0,7.12
STU_06427,21,Female,B.Sc/B.A/B.Com,Engineering (Non-CS),3,Tier 3,Rural,1.2,Gemini,Rarely,1,3,6,2,3,2,18,2,7,1.6,5.0,0,4.4,8.1,5,6,2,0.0,4.44
STU_06428,22,Female,B.Tech/B.E.,Engineering (Non-CS),2,Tier 2,Urban,0.0,None,Never,1,1,7,1,7,2,15,2,8,5.2,13.6,3,2.7,7.3,5,5,5,1.0,8.6
STU_06429,22,Female,MBA,CS/IT,2,Tier 3,Urban,5.2,ChatGPT,Frequently,3,4,4,4,6,2,0,5,5,4.6,10.1,3,1.7,9.2,3,5,5,0.0,6.8
STU_06430,24,Male,B.Tech/B.E.,CS/IT,1,Tier 2,Urban,4.2,ChatGPT,Frequently,5,6,4,2,5,1,14,2,2,2.4,0.0,0,2.3,7.1,3,4,4,0.0,5.71
STU_06431,21,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 2,Urban,2.6,Claude,Sometimes,4,6,6,4,4,3,15,5,5,2.0,3.0,0,2.0,7.7,6,8,1,0.0,7.03
STU_06432,20,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 1,Urban,2.1,Perplexity,Rarely,5,4,10,5,1,0,4,1,9,0.7,0.0,1,6.5,5.0,6,4,3,1.0,4.01
STU_06433,21,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Rural,2.3,Gemini,Sometimes,5,6,8,4,1,0,2,1,7,1.0,0.0,0,3.4,8.0,2,5,3,1.0,3.47
STU_06434,23,Male,B.Tech/B.E.,Commerce/Management,3,Tier 2,Urban,0.0,None,Never,3,3,10,5,1,1,22,2,10,0.5,0.0,2,5.8,6.7,6,6,1,1.0,4.03
STU_06435,22,Female,B.Tech/B.E.,Engineering (Non-CS),3,Tier 3,Urban,0.0,None,Never,3,3,4,3,7,2,5,4,6,1.4,0.0,2,3.1,7.0,2,2,7,0.0,5.12
STU_06436,23,Male,B.Tech/B.E.,CS/IT,2,Tier 3,Urban,4.5,GitHub Copilot,Frequently,4,6,7,5,6,1,6,2,8,1.0,8.8,3,3.2,8.3,3,6,7,0.0,3.61
STU_06437,20,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),2,Tier 1,Urban,1.2,ChatGPT,Rarely,3,3,7,4,3,1,6,2,8,1.2,0.0,0,5.9,7.6,4,5,1,0.0,3.97
STU_06438,21,Female,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,3.9,ChatGPT,Frequently,3,7,8,5,7,2,18,3,9,0.8,11.4,1,4.3,6.9,7,7,1,0.0,6.05
STU_06439,21,Male,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Urban,3.7,GitHub Copilot,Sometimes,1,6,5,5,5,1,1,4,5,3.3,12.6,4,1.1,7.9,3,5,5,0.0,5.96
STU_06440,21,Male,M.Tech/M.Sc,CS/IT,2,Tier 2,Rural,1.6,ChatGPT,Rarely,2,4,10,4,4,2,6,2,10,3.5,10.3,2,3.8,6.3,8,7,4,0.0,6.39
STU_06441,25,Male,B.Tech/B.E.,CS/IT,2,Tier 2,Urban,2.6,Gemini,Sometimes,3,4,5,4,2,2,4,2,5,0.0,9.1,0,2.1,8.3,6,8,2,0.0,7.33
STU_06442,25,Male,B.Sc/B.A/B.Com,CS/IT,3,Tier 3,Urban,0.8,Perplexity,Rarely,2,4,7,2,5,2,16,3,8,1.7,3.7,1,7.8,6.0,5,7,3,1.0,5.19
STU_06443,21,Female,B.Sc/B.A/B.Com,Arts/Sciences,1,Tier 2,Urban,2.2,ChatGPT,Rarely,5,5,6,3,6,0,10,2,6,1.1,0.0,0,3.9,7.8,4,4,2,0.0,5.4
STU_06444,21,Male,M.Tech/M.Sc,CS/IT,1,Tier 3,Rural,4.9,GitHub Copilot,Frequently,3,4,8,3,6,2,9,3,10,2.3,16.1,1,4.5,6.2,5,4,7,0.0,5.31
STU_06445,18,Female,B.Sc/B.A/B.Com,Arts/Sciences,3,Tier 1,Urban,3.1,Claude,Sometimes,3,3,5,3,6,4,25,5,3,3.7,15.6,3,3.6,8.4,4,5,5,0.0,8.12
STU_06446,22,Male,B.Tech/B.E.,Engineering (Non-CS),1,Tier 2,Urban,3.0,Gemini,Sometimes,3,6,1,3,9,1,19,1,5,0.9,3.5,0,4.7,8.2,4,6,4,1.0,4.79
STU_06447,20,Male,MBA,CS/IT,1,Tier 3,Rural,5.1,Claude,Frequently,5,6,3,5,10,1,17,1,10,0.0,13.3,0,3.8,7.8,4,5,4,0.0,4.32
STU_06448,20,Male,MBA,Arts/Sciences,2,Tier 3,Urban,0.0,None,Never,3,4,8,5,2,2,12,3,9,1.0,4.3,1,0.0,6.5,6,8,3,1.0,4.28
STU_06449,22,Male,B.Tech/B.E.,Engineering (Non-CS),3,Tier 2,Urban,0.5,Perplexity,Never,4,4,9,5,2,1,8,1,7,0.0,0.0,0,6.3,7.1,5,8,3,0.0,3.38
STU_06450,21,Female,M.Tech/M.Sc,CS/IT,2,Tier 1,Rural,3.5,Claude,Sometimes,4,7,10,3,6,3,7,1,8,5.6,14.7,3,0.9,5.6,6,7,4,0.0,8.24
STU_06451,21,Male,M.Tech/M.Sc,CS/IT,2,Tier 3,Rural,0.0,None,Never,2,1,7,5,3,1,2,3,9,0.6,3.3,2,4.3,6.9,4,3,6,1.0,3.59
STU_06452,26,Female,B.Sc/B.A/B.Com,CS/IT,1,Tier 3,Urban,6.2,Claude,Always,4,6,8,5,6,2,10,4,8,3.2,5.8,2,5.5,7.5,5,6,3,0.0,7.11
STU_06453,22,Male,B.Sc/B.A/B.Com,Engineering (Non-CS),1,Tier 2,Urban,3.5,ChatGPT,Sometimes,4,7,9,5,2,0,4,3,10,4.2,0.0,1,5.0,7.0,9,10,1,1.0,2.3
STU_06454,27,Female,B.Tech/B.E.,Arts/Sciences,1,Tier 3,Urban,0.4,ChatGPT,Never,4,4,6,4,7,0,7,2,7,1.3,0.0,0,3.2,9.3,6,7,1,0.0,3.58
